transaction_id,customer_id,merchant_id,amount,transaction_time,is_fraudulent,card_type,location,purchase_category,customer_age,transaction_description,country
224,1017,2074,7139.5,2023-01-01 00:03:43,1,Discover,City-12,Groceries,64,Purchase at Merchant-2074,Latvia
225,1085,2029,4971.8,2023-01-01 00:03:44,0,Visa,City-38,Travel,48,Purchase at Merchant-2029,Denmark
226,1061,2003,9270.22,2023-01-01 00:03:45,1,Discover,City-36,Retail,50,Purchase at Merchant-2003,Greece
227,1071,2003,1407.72,2023-01-01 00:03:46,0,Visa,City-43,Groceries,44,Purchase at Merchant-2003,Poland
228,1022,2072,1031.51,2023-01-01 00:03:47,0,Discover,City-32,Online Shopping,66,Purchase at Merchant-2072,Cyprus
229,1034,2083,1642.18,2023-01-01 00:03:48,0,Visa,City-3,Restaurant,37,Purchase at Merchant-2083,Bosnia and Herzegovina
230,1068,2079,7141.4,2023-01-01 00:03:49,1,Visa,City-11,Travel,47,Purchase at Merchant-2079,Greece
231,1078,2081,927.68,2023-01-01 00:03:50,0,Discover,City-22,Restaurant,67,Purchase at Merchant-2081,Montenegro
232,1055,2030,3609.57,2023-01-01 00:03:51,0,American Express,City-10,Restaurant,48,Purchase at Merchant-2030,Austria
233,1028,2012,3577.24,2023-01-01 00:03:52,1,Discover,City-7,Groceries,18,Purchase at Merchant-2012,Italy
234,1070,2060,820.78,2023-01-01 00:03:53,0,Visa,City-24,Online Shopping,25,Purchase at Merchant-2060,Russia
235,1097,2026,3442.3,2023-01-01 00:03:54,0,American Express,City-47,Online Shopping,44,Purchase at Merchant-2026,Ireland
236,1094,2034,705.07,2023-01-01 00:03:55,1,MasterCard,City-47,Online Shopping,55,Purchase at Merchant-2034,Malta
237,1089,2090,4011.59,2023-01-01 00:03:56,0,MasterCard,City-6,Gas Station,42,Purchase at Merchant-2090,Austria
238,1026,2022,630.88,2023-01-01 00:03:57,1,Discover,City-18,Travel,26,Purchase at Merchant-2022,Ireland
239,1092,2007,4169.37,2023-01-01 00:03:58,0,Visa,City-44,Online Shopping,19,Purchase at Merchant-2007,Italy
240,1040,2052,7899.39,2023-01-01 00:03:59,1,Visa,City-41,Gas Station,65,Purchase at Merchant-2052,Norway
241,1052,2080,6948.92,2023-01-01 00:04:00,0,American Express,City-47,Online Shopping,27,Purchase at Merchant-2080,Bulgaria
242,1086,2055,5485.49,2023-01-01 00:04:01,1,Visa,City-15,Online Shopping,60,Purchase at Merchant-2055,Spain
243,1084,2077,903.84,2023-01-01 00:04:02,1,Discover,City-23,Travel,33,Purchase at Merchant-2077,Poland
244,1048,2034,2080.47,2023-01-01 00:04:03,0,American Express,City-7,Restaurant,30,Purchase at Merchant-2034,Slovenia
245,1057,2020,1599.01,2023-01-01 00:04:04,1,American Express,City-31,Online Shopping,42,Purchase at Merchant-2020,Slovakia
246,1067,2012,7630.01,2023-01-01 00:04:05,0,MasterCard,City-9,Online Shopping,26,Purchase at Merchant-2012,Iceland
247,1058,2048,8687.96,2023-01-01 00:04:06,1,Discover,City-42,Travel,49,Purchase at Merchant-2048,Slovenia
248,1016,2022,2281.69,2023-01-01 00:04:07,1,Discover,City-13,Groceries,19,Purchase at Merchant-2022,Albania
249,1032,2073,574.58,2023-01-01 00:04:08,1,Visa,City-43,Online Shopping,43,Purchase at Merchant-2073,Denmark
250,1029,2016,6838.38,2023-01-01 00:04:09,1,Discover,City-25,Gas Station,41,Purchase at Merchant-2016,Monaco
251,1009,2002,252.01,2023-01-01 00:04:10,1,MasterCard,City-33,Gas Station,67,Purchase at Merchant-2002,Luxembourg
252,1044,2092,6432.6,2023-01-01 00:04:11,0,Discover,City-24,Online Shopping,33,Purchase at Merchant-2092,Liechtenstein
253,1003,2068,6975.9,2023-01-01 00:04:12,1,Discover,City-3,Travel,61,Purchase at Merchant-2068,North Macedonia
254,1076,2056,4792.15,2023-01-01 00:04:13,0,MasterCard,City-17,Groceries,53,Purchase at Merchant-2056,Netherlands
255,1071,2099,431.34,2023-01-01 00:04:14,1,Visa,City-47,Retail,22,Purchase at Merchant-2099,Sweden
256,1030,2059,7587.69,2023-01-01 00:04:15,1,American Express,City-48,Retail,31,Purchase at Merchant-2059,Romania
257,1076,2087,9500.16,2023-01-01 00:04:16,0,Discover,City-43,Travel,69,Purchase at Merchant-2087,Bulgaria
258,1029,2064,9544.67,2023-01-01 00:04:17,0,Discover,City-20,Groceries,48,Purchase at Merchant-2064,Greece
259,1001,2016,1385.35,2023-01-01 00:04:18,1,American Express,City-35,Groceries,52,Purchase at Merchant-2016,Malta
260,1010,2029,3201.4,2023-01-01 00:04:19,0,Visa,City-24,Groceries,55,Purchase at Merchant-2029,Andorra
261,1091,2092,3881.38,2023-01-01 00:04:20,1,American Express,City-11,Groceries,39,Purchase at Merchant-2092,Albania
262,1081,2027,6346.96,2023-01-01 00:04:21,1,American Express,City-25,Online Shopping,42,Purchase at Merchant-2027,Estonia
263,1008,2025,3964.13,2023-01-01 00:04:22,0,American Express,City-4,Gas Station,62,Purchase at Merchant-2025,Belgium
264,1030,2035,5107.37,2023-01-01 00:04:23,0,Discover,City-41,Gas Station,26,Purchase at Merchant-2035,San Marino
265,1009,2037,2903.5,2023-01-01 00:04:24,0,Discover,City-49,Travel,30,Purchase at Merchant-2037,Norway
266,1005,2096,244.9,2023-01-01 00:04:25,0,Visa,City-10,Travel,38,Purchase at Merchant-2096,Cyprus
267,1043,2064,7150.27,2023-01-01 00:04:26,0,MasterCard,City-47,Gas Station,36,Purchase at Merchant-2064,Spain
268,1010,2049,4155.24,2023-01-01 00:04:27,1,American Express,City-16,Groceries,32,Purchase at Merchant-2049,Romania
269,1066,2017,688.94,2023-01-01 00:04:28,1,Discover,City-22,Retail,41,Purchase at Merchant-2017,Ireland
270,1031,2056,2009.24,2023-01-01 00:04:29,1,American Express,City-19,Online Shopping,59,Purchase at Merchant-2056,Greece
271,1036,2027,369.7,2023-01-01 00:04:30,0,Visa,City-42,Retail,22,Purchase at Merchant-2027,Austria
272,1086,2077,2302.76,2023-01-01 00:04:31,0,American Express,City-31,Groceries,28,Purchase at Merchant-2077,Italy
273,1063,2028,4919.74,2023-01-01 00:04:32,0,MasterCard,City-10,Travel,55,Purchase at Merchant-2028,Lithuania
274,1028,2037,3500.32,2023-01-01 00:04:33,1,Discover,City-11,Online Shopping,19,Purchase at Merchant-2037,Poland
275,1070,2094,815.47,2023-01-01 00:04:34,0,American Express,City-17,Travel,37,Purchase at Merchant-2094,Lithuania
276,1017,2087,8817.65,2023-01-01 00:04:35,1,MasterCard,City-3,Online Shopping,41,Purchase at Merchant-2087,Denmark
277,1093,2025,5096.39,2023-01-01 00:04:36,0,Visa,City-21,Retail,52,Purchase at Merchant-2025,Croatia
278,1074,2054,8292.08,2023-01-01 00:04:37,0,American Express,City-47,Gas Station,69,Purchase at Merchant-2054,Russia
279,1074,2024,3977.84,2023-01-01 00:04:38,1,Visa,City-24,Gas Station,54,Purchase at Merchant-2024,Serbia
280,1061,2053,1531.04,2023-01-01 00:04:39,0,Discover,City-16,Online Shopping,69,Purchase at Merchant-2053,Slovenia
281,1032,2019,83.43,2023-01-01 00:04:40,0,MasterCard,City-3,Retail,44,Purchase at Merchant-2019,Italy
282,1061,2004,6280.52,2023-01-01 00:04:41,1,Discover,City-49,Restaurant,32,Purchase at Merchant-2004,Romania
283,1053,2038,6231.69,2023-01-01 00:04:42,1,MasterCard,City-26,Gas Station,63,Purchase at Merchant-2038,Luxembourg
284,1025,2034,2663.81,2023-01-01 00:04:43,0,American Express,City-5,Restaurant,53,Purchase at Merchant-2034,Romania
285,1013,2031,3749.26,2023-01-01 00:04:44,0,MasterCard,City-8,Gas Station,40,Purchase at Merchant-2031,Luxembourg
286,1013,2080,3890.31,2023-01-01 00:04:45,1,Visa,City-15,Retail,56,Purchase at Merchant-2080,Montenegro
287,1085,2058,8349.88,2023-01-01 00:04:46,0,MasterCard,City-40,Gas Station,41,Purchase at Merchant-2058,Iceland
288,1056,2032,7544.17,2023-01-01 00:04:47,0,MasterCard,City-2,Restaurant,26,Purchase at Merchant-2032,Vatican City
289,1046,2048,2570.22,2023-01-01 00:04:48,1,MasterCard,City-1,Retail,36,Purchase at Merchant-2048,Iceland
290,1055,2075,1965.77,2023-01-01 00:04:49,1,MasterCard,City-18,Restaurant,70,Purchase at Merchant-2075,Andorra
291,1053,2088,8980.3,2023-01-01 00:04:50,0,MasterCard,City-24,Travel,21,Purchase at Merchant-2088,Romania
292,1060,2083,3932.4,2023-01-01 00:04:51,0,Visa,City-42,Online Shopping,39,Purchase at Merchant-2083,Greece
293,1094,2059,6508.12,2023-01-01 00:04:52,0,American Express,City-34,Restaurant,20,Purchase at Merchant-2059,Spain
294,1007,2011,4521.98,2023-01-01 00:04:53,0,Visa,City-39,Online Shopping,21,Purchase at Merchant-2011,Russia
295,1087,2002,4460.98,2023-01-01 00:04:54,1,Visa,City-9,Retail,35,Purchase at Merchant-2002,Poland
296,1084,2061,9677.67,2023-01-01 00:04:55,0,Discover,City-31,Online Shopping,70,Purchase at Merchant-2061,Belarus
297,1083,2018,6721.75,2023-01-01 00:04:56,1,Visa,City-24,Travel,38,Purchase at Merchant-2018,Poland
298,1013,2042,7702.47,2023-01-01 00:04:57,1,MasterCard,City-41,Retail,68,Purchase at Merchant-2042,France
299,1008,2089,2053.85,2023-01-01 00:04:58,0,MasterCard,City-11,Groceries,23,Purchase at Merchant-2089,Kosovo
300,1052,2051,1135.81,2023-01-01 00:04:59,0,Visa,City-13,Gas Station,65,Purchase at Merchant-2051,Italy
301,1094,2088,3880.65,2023-01-01 00:05:00,1,American Express,City-18,Restaurant,68,Purchase at Merchant-2088,Croatia
302,1044,2028,1076.23,2023-01-01 00:05:01,0,American Express,City-4,Gas Station,19,Purchase at Merchant-2028,Bulgaria
303,1014,2092,9331.5,2023-01-01 00:05:02,0,American Express,City-33,Restaurant,64,Purchase at Merchant-2092,Austria
304,1032,2050,2063.78,2023-01-01 00:05:03,1,American Express,City-32,Travel,43,Purchase at Merchant-2050,Hungary
305,1025,2091,7600.0,2023-01-01 00:05:04,1,Discover,City-3,Groceries,59,Purchase at Merchant-2091,Poland
306,1025,2055,7359.67,2023-01-01 00:05:05,0,Discover,City-49,Online Shopping,42,Purchase at Merchant-2055,Estonia
307,1069,2095,2993.11,2023-01-01 00:05:06,1,Discover,City-24,Retail,66,Purchase at Merchant-2095,Latvia
308,1058,2077,6900.6,2023-01-01 00:05:07,0,Visa,City-27,Online Shopping,44,Purchase at Merchant-2077,Latvia
309,1018,2033,2151.28,2023-01-01 00:05:08,1,American Express,City-36,Gas Station,18,Purchase at Merchant-2033,Vatican City
310,1055,2010,5936.65,2023-01-01 00:05:09,0,American Express,City-43,Groceries,41,Purchase at Merchant-2010,Netherlands
311,1024,2013,3040.67,2023-01-01 00:05:10,0,Visa,City-15,Groceries,53,Purchase at Merchant-2013,Serbia
312,1036,2072,4643.16,2023-01-01 00:05:11,1,Discover,City-15,Gas Station,50,Purchase at Merchant-2072,Serbia
313,1060,2008,6481.82,2023-01-01 00:05:12,0,Discover,City-22,Online Shopping,20,Purchase at Merchant-2008,United Kingdom
314,1032,2007,2305.8,2023-01-01 00:05:13,0,Discover,City-24,Gas Station,55,Purchase at Merchant-2007,Croatia
315,1010,2043,8903.16,2023-01-01 00:05:14,0,Visa,City-23,Restaurant,38,Purchase at Merchant-2043,Moldova
316,1057,2031,8437.19,2023-01-01 00:05:15,0,American Express,City-26,Travel,54,Purchase at Merchant-2031,Moldova
317,1071,2061,2175.89,2023-01-01 00:05:16,0,American Express,City-16,Online Shopping,28,Purchase at Merchant-2061,Portugal
318,1013,2046,247.89,2023-01-01 00:05:17,0,Discover,City-33,Retail,59,Purchase at Merchant-2046,Kosovo
319,1007,2078,133.48,2023-01-01 00:05:18,1,MasterCard,City-24,Restaurant,34,Purchase at Merchant-2078,Netherlands
320,1084,2086,8297.58,2023-01-01 00:05:19,1,Visa,City-38,Retail,31,Purchase at Merchant-2086,Poland
321,1070,2077,8604.98,2023-01-01 00:05:20,0,Visa,City-36,Retail,55,Purchase at Merchant-2077,Monaco
322,1002,2091,2071.46,2023-01-01 00:05:21,0,Discover,City-5,Gas Station,58,Purchase at Merchant-2091,Poland
323,1012,2096,9468.48,2023-01-01 00:05:22,0,American Express,City-34,Online Shopping,59,Purchase at Merchant-2096,Belgium
324,1097,2006,3891.83,2023-01-01 00:05:23,0,American Express,City-50,Online Shopping,50,Purchase at Merchant-2006,Ireland
325,1031,2001,3280.31,2023-01-01 00:05:24,1,Discover,City-10,Retail,23,Purchase at Merchant-2001,Belarus
326,1022,2033,9842.45,2023-01-01 00:05:25,0,Discover,City-36,Travel,39,Purchase at Merchant-2033,Romania
327,1053,2065,6022.11,2023-01-01 00:05:26,0,Discover,City-17,Restaurant,51,Purchase at Merchant-2065,Hungary
328,1063,2080,1660.92,2023-01-01 00:05:27,0,Discover,City-14,Gas Station,58,Purchase at Merchant-2080,Ukraine
329,1062,2049,4921.91,2023-01-01 00:05:28,0,Discover,City-40,Groceries,50,Purchase at Merchant-2049,Monaco
330,1028,2039,5612.69,2023-01-01 00:05:29,0,American Express,City-37,Gas Station,33,Purchase at Merchant-2039,Netherlands
331,1052,2051,2860.57,2023-01-01 00:05:30,0,Discover,City-50,Groceries,28,Purchase at Merchant-2051,Montenegro
332,1008,2086,9867.94,2023-01-01 00:05:31,1,Discover,City-29,Groceries,27,Purchase at Merchant-2086,Vatican City
333,1022,2048,8575.02,2023-01-01 00:05:32,0,Discover,City-20,Travel,41,Purchase at Merchant-2048,Bosnia and Herzegovina
334,1049,2017,2492.7,2023-01-01 00:05:33,1,Discover,City-34,Restaurant,70,Purchase at Merchant-2017,Romania
335,1001,2072,6167.54,2023-01-01 00:05:34,1,American Express,City-25,Online Shopping,49,Purchase at Merchant-2072,Spain
336,1050,2006,8845.28,2023-01-01 00:05:35,0,Discover,City-38,Gas Station,21,Purchase at Merchant-2006,San Marino
337,1034,2075,8528.29,2023-01-01 00:05:36,0,Discover,City-36,Gas Station,28,Purchase at Merchant-2075,Lithuania
338,1059,2023,6196.57,2023-01-01 00:05:37,0,Visa,City-3,Retail,25,Purchase at Merchant-2023,Montenegro
339,1037,2034,8573.09,2023-01-01 00:05:38,0,American Express,City-3,Gas Station,24,Purchase at Merchant-2034,Vatican City
340,1055,2022,9468.4,2023-01-01 00:05:39,0,MasterCard,City-23,Gas Station,44,Purchase at Merchant-2022,North Macedonia
341,1090,2065,9302.29,2023-01-01 00:05:40,0,Visa,City-46,Restaurant,52,Purchase at Merchant-2065,Romania
342,1094,2064,3041.43,2023-01-01 00:05:41,1,American Express,City-24,Retail,65,Purchase at Merchant-2064,Poland
343,1072,2044,3820.39,2023-01-01 00:05:42,1,MasterCard,City-32,Online Shopping,42,Purchase at Merchant-2044,Kosovo
344,1085,2060,5685.43,2023-01-01 00:05:43,0,Discover,City-46,Gas Station,43,Purchase at Merchant-2060,Norway
345,1092,2017,1603.28,2023-01-01 00:05:44,1,American Express,City-14,Retail,60,Purchase at Merchant-2017,Liechtenstein
346,1063,2012,544.84,2023-01-01 00:05:45,0,American Express,City-13,Groceries,70,Purchase at Merchant-2012,Poland
347,1020,2041,2160.93,2023-01-01 00:05:46,0,American Express,City-34,Retail,20,Purchase at Merchant-2041,Austria
348,1025,2091,1915.95,2023-01-01 00:05:47,1,MasterCard,City-1,Travel,28,Purchase at Merchant-2091,Iceland
349,1038,2068,4237.42,2023-01-01 00:05:48,1,Visa,City-30,Groceries,70,Purchase at Merchant-2068,Luxembourg
350,1028,2056,8765.68,2023-01-01 00:05:49,1,Discover,City-40,Restaurant,52,Purchase at Merchant-2056,Sweden
351,1008,2019,770.23,2023-01-01 00:05:50,1,American Express,City-48,Travel,56,Purchase at Merchant-2019,North Macedonia
352,1075,2034,4180.7,2023-01-01 00:05:51,0,Visa,City-9,Travel,60,Purchase at Merchant-2034,Austria
353,1095,2015,233.72,2023-01-01 00:05:52,1,American Express,City-26,Online Shopping,62,Purchase at Merchant-2015,Slovenia
354,1070,2041,7706.73,2023-01-01 00:05:53,1,Discover,City-41,Travel,29,Purchase at Merchant-2041,Vatican City
355,1008,2006,8986.23,2023-01-01 00:05:54,1,MasterCard,City-25,Travel,51,Purchase at Merchant-2006,Lithuania
356,1096,2017,3027.48,2023-01-01 00:05:55,0,Discover,City-1,Travel,23,Purchase at Merchant-2017,Norway
357,1041,2064,2634.63,2023-01-01 00:05:56,1,MasterCard,City-37,Retail,34,Purchase at Merchant-2064,Latvia
358,1008,2036,9301.96,2023-01-01 00:05:57,0,Discover,City-44,Retail,57,Purchase at Merchant-2036,Liechtenstein
359,1007,2096,8874.75,2023-01-01 00:05:58,0,American Express,City-19,Groceries,50,Purchase at Merchant-2096,Andorra
360,1075,2047,8007.56,2023-01-01 00:05:59,0,American Express,City-1,Retail,56,Purchase at Merchant-2047,Moldova
361,1062,2056,2054.61,2023-01-01 00:06:00,1,American Express,City-20,Groceries,43,Purchase at Merchant-2056,Sweden
362,1065,2037,9194.87,2023-01-01 00:06:01,1,MasterCard,City-17,Online Shopping,40,Purchase at Merchant-2037,Andorra
363,1068,2034,7445.16,2023-01-01 00:06:02,0,MasterCard,City-30,Groceries,45,Purchase at Merchant-2034,Malta
364,1021,2079,6821.47,2023-01-01 00:06:03,0,Visa,City-24,Retail,60,Purchase at Merchant-2079,Hungary
365,1008,2098,313.37,2023-01-01 00:06:04,0,Discover,City-2,Travel,55,Purchase at Merchant-2098,Slovenia
366,1066,2034,9311.12,2023-01-01 00:06:05,0,Visa,City-7,Groceries,60,Purchase at Merchant-2034,Poland
367,1011,2067,4770.28,2023-01-01 00:06:06,1,American Express,City-30,Groceries,24,Purchase at Merchant-2067,Cyprus
368,1024,2041,153.3,2023-01-01 00:06:07,1,Visa,City-21,Gas Station,70,Purchase at Merchant-2041,Switzerland
369,1009,2056,870.09,2023-01-01 00:06:08,1,Discover,City-1,Travel,63,Purchase at Merchant-2056,Slovakia
370,1077,2022,2355.68,2023-01-01 00:06:09,0,MasterCard,City-22,Restaurant,48,Purchase at Merchant-2022,Montenegro
371,1009,2041,8699.22,2023-01-01 00:06:10,1,Discover,City-27,Travel,53,Purchase at Merchant-2041,Sweden
372,1087,2095,5801.97,2023-01-01 00:06:11,1,MasterCard,City-44,Gas Station,25,Purchase at Merchant-2095,Malta
373,1031,2063,5578.87,2023-01-01 00:06:12,1,Discover,City-26,Restaurant,66,Purchase at Merchant-2063,Romania
374,1052,2098,2707.97,2023-01-01 00:06:13,1,American Express,City-23,Travel,41,Purchase at Merchant-2098,Luxembourg
375,1016,2020,7031.74,2023-01-01 00:06:14,1,Visa,City-21,Retail,34,Purchase at Merchant-2020,Lithuania
376,1073,2072,4802.45,2023-01-01 00:06:15,1,Visa,City-34,Travel,61,Purchase at Merchant-2072,Finland
377,1032,2085,7317.03,2023-01-01 00:06:16,0,Discover,City-39,Travel,66,Purchase at Merchant-2085,Bulgaria
378,1075,2082,1541.42,2023-01-01 00:06:17,1,Discover,City-49,Groceries,53,Purchase at Merchant-2082,Russia
379,1077,2057,660.93,2023-01-01 00:06:18,0,MasterCard,City-40,Gas Station,62,Purchase at Merchant-2057,United Kingdom
380,1006,2007,6783.41,2023-01-01 00:06:19,0,American Express,City-41,Travel,30,Purchase at Merchant-2007,Italy
381,1080,2025,308.68,2023-01-01 00:06:20,1,Discover,City-48,Groceries,42,Purchase at Merchant-2025,Albania
382,1011,2020,4979.26,2023-01-01 00:06:21,1,Discover,City-3,Retail,69,Purchase at Merchant-2020,Croatia
383,1054,2007,8306.21,2023-01-01 00:06:22,0,MasterCard,City-42,Online Shopping,23,Purchase at Merchant-2007,Vatican City
384,1085,2030,4130.12,2023-01-01 00:06:23,0,Visa,City-26,Groceries,65,Purchase at Merchant-2030,Greece
385,1075,2024,9729.34,2023-01-01 00:06:24,0,MasterCard,City-21,Groceries,67,Purchase at Merchant-2024,France
386,1073,2005,5771.84,2023-01-01 00:06:25,1,MasterCard,City-35,Groceries,22,Purchase at Merchant-2005,Estonia
387,1067,2061,449.9,2023-01-01 00:06:26,1,Visa,City-26,Retail,38,Purchase at Merchant-2061,Liechtenstein
388,1041,2034,639.47,2023-01-01 00:06:27,1,American Express,City-38,Groceries,33,Purchase at Merchant-2034,Germany
389,1034,2021,7697.64,2023-01-01 00:06:28,1,MasterCard,City-32,Groceries,53,Purchase at Merchant-2021,Monaco
390,1027,2091,2815.42,2023-01-01 00:06:29,1,Visa,City-48,Restaurant,32,Purchase at Merchant-2091,Portugal
391,1086,2060,2822.87,2023-01-01 00:06:30,1,MasterCard,City-46,Travel,32,Purchase at Merchant-2060,Andorra
392,1092,2056,4796.92,2023-01-01 00:06:31,0,Visa,City-46,Gas Station,42,Purchase at Merchant-2056,Norway
393,1041,2015,8021.39,2023-01-01 00:06:32,1,MasterCard,City-9,Groceries,42,Purchase at Merchant-2015,Liechtenstein
394,1031,2064,253.88,2023-01-01 00:06:33,0,MasterCard,City-11,Groceries,66,Purchase at Merchant-2064,Latvia
395,1034,2006,2726.9,2023-01-01 00:06:34,1,MasterCard,City-13,Groceries,58,Purchase at Merchant-2006,Luxembourg
396,1051,2057,8721.2,2023-01-01 00:06:35,1,Visa,City-11,Gas Station,67,Purchase at Merchant-2057,Latvia
397,1017,2046,2355.84,2023-01-01 00:06:36,0,Visa,City-19,Gas Station,37,Purchase at Merchant-2046,Latvia
398,1086,2091,4485.41,2023-01-01 00:06:37,0,Visa,City-12,Gas Station,36,Purchase at Merchant-2091,Sweden
399,1083,2072,29.47,2023-01-01 00:06:38,0,Visa,City-3,Travel,55,Purchase at Merchant-2072,Bosnia and Herzegovina
400,1039,2063,6505.32,2023-01-01 00:06:39,0,American Express,City-17,Restaurant,30,Purchase at Merchant-2063,Germany
401,1059,2059,8736.47,2023-01-01 00:06:40,0,Visa,City-16,Retail,36,Purchase at Merchant-2059,Switzerland
402,1041,2064,8355.57,2023-01-01 00:06:41,1,Discover,City-2,Retail,47,Purchase at Merchant-2064,San Marino
403,1097,2015,4359.09,2023-01-01 00:06:42,1,American Express,City-4,Travel,62,Purchase at Merchant-2015,Poland
404,1010,2093,9521.94,2023-01-01 00:06:43,0,American Express,City-26,Retail,36,Purchase at Merchant-2093,Croatia
405,1002,2019,4890.39,2023-01-01 00:06:44,1,American Express,City-16,Groceries,32,Purchase at Merchant-2019,Ukraine
406,1059,2016,2322.89,2023-01-01 00:06:45,0,American Express,City-45,Travel,21,Purchase at Merchant-2016,Ukraine
407,1080,2045,8486.08,2023-01-01 00:06:46,0,Discover,City-5,Gas Station,32,Purchase at Merchant-2045,Belgium
